url,name,desc
/questions/37799565/resolve-nuget-packages-from-artifactory-pro-using-jenkins-artifactory-plugin-for,,Resolve nuget packages from Artifactory Pro using Jenkins Artifactory plugin for .net projects
/questions/37799564/kafka-consumer-jmx-properties,,Kafka Consumer - JMX Properties
/questions/37799563/how-do-i-register-custom-op-actually-from-syntaxnet-with-tensorflow-serving,,"How do I register “custom” Op (actually, from syntaxnet) with tensorflow serving?"
/questions/37799560/random-sampling-without-replacement-of-one-variable-within-another-variable-usi,,Random sampling without replacement of one variable within another variable: Using ddply() functin in {plyr} package - R
/questions/37799559/saving-multiple-image-file-formats-to-directory-in-swift,,Saving multiple image file formats to directory in Swift
/questions/37799558/deploying-orchard-cms-to-aws-elastic-beanstalk,,Deploying Orchard CMS to AWS Elastic Beanstalk
/questions/37799557/why-wont-this-php-code-work-and-how-do-i-rectify-it,,Why wont this php code work and how do i rectify it?
/questions/37799555/xcodebuild-exited-with-code-65-eddyverbruggen-socialsharing-phonegap-plugin,,xcodebuild exited with code 65 :EddyVerbruggen/SocialSharing-PhoneGap-Plugin
/questions/37799547/retrieve-single-calendar-event-using-api-v3-in-javascript,,Retrieve single Calendar Event using API v3 in javascript
/questions/37799546/pull-to-refresh-plug-in-pulltobounce-wrapper-uiscrollview,,Pull to Refresh plug-in : PullToBounce Wrapper UIScrollView
/questions/37799545/meteor-jade-how-to-set-variable-parameter-in-jade-template,,meteor/jade: How to set variable parameter in jade template
/questions/37799543/c-sharp-key-press-in-background,,C# Key Press in Background
/questions/37799541/hive-sort-merge-bucket-mapsmb-map-join,,Hive Sort Merge Bucket Map(SMB Map) Join
/questions/37799540/moving-a-sub-folder-area-path-in-tfs-2015,,Moving a sub folder/ area path in tfs 2015
/questions/37799539/stata-i-prefix-into-r,,Stata i. prefix into R
/questions/37799538/ruby-scheduling-clock-abstraction-need-24-hour-clock-month-irrelevant-day-irr,,"Ruby Scheduling Clock Abstraction? Need 24 hour clock. Month irrelevant, Day irrelevant also"
/questions/37799534/c-sharp-to-javascript-conversion-requires-ulong-unsigned-64-bit,,c# to Javascript conversion - Requires ulong (unsigned 64 bit)
/questions/37799531/share-data-between-functions-inside-controller-in-angular,,share data between functions inside controller in Angular
/questions/37799530/matrix-multiplication-when-one-dimension-is-much-larger-than-the-other,,Matrix multiplication when one dimension is much larger than the other
/questions/37799529/multiple-datasources-multiple-transaction-managers-which-one-is-used,,"Multiple DataSources, Multiple Transaction Managers. Which one is used?"
/questions/37799527/ionic-how-to-add-a-close-button-to-cards-element,,Ionic: How to add a close-button to Cards element?
/questions/37799522/how-can-i-generate-a-cs-file-update-the-file-automatic-with-a-timer-and-using,,"How can i generate a .cs file, update the file automatic with a timer and using variables and methods in other project?"
/questions/37799521/html-to-pdf-is-taking-way-longer-than-html-to-word,,html to pdf is taking way longer than html to word
/questions/37799517/what-is-valid-xpath-for-link-extract-by-div-class-name,,What is Valid Xpath for link extract by div class name?
/questions/37798954/fill-d3-js-rect-with-multiple-colors-or-split-rect-into-multiple-rects,,Fill D3.js rect with multiple colors or split rect into multiple rects
/questions/37798953/javascript-jquery-image-slider-issue,,JavaScript/jQuery image slider issue
/questions/37798951/writing-to-an-existing-table-in-docx-using-apache-poi,,Writing to an existing table in docx using Apache POI
/questions/37798950/json-parsing-from-sse-output,,JSON parsing from SSE output
/questions/37798949/print-to-file-using-perltk,,Print to file using Perl::TK
/questions/37798948/how-to-use-xelement-to-retrieve-childs,,How to use XElement to retrieve childs?
/questions/37798945/showing-selection-from-a-lapply-selectinput-r-shiny,,Showing selection from a lapply selectInput R shiny
/questions/37798944/using-inquirer-in-default-gulp-task,,Using inquirer in default gulp task
/questions/37798943/update-sql-column-using-rank-function,,Update SQL column using Rank() function
/questions/37798940/cant-execute-code-in-break-mode-theres-no-other-code-running-though,,“Can't execute code in break mode” - there's no other code running though
/questions/37798939/not-receiving-response-from-background-after-sending-message-from-popup,,Not receiving response from background after sending message from popup
/questions/37798934/uibezierpath-with-mkoverlayrenderer,,UIBezierPath with MKOverlayRenderer
/questions/37798926/image-link-in-angularjs-iconic-mobile-application-not-working,,Image link in angularjs/iconic mobile application not working
/questions/37798922/r-studio-with-blank-window-after-i-select-the-version-of-r-session,,R Studio with Blank Window after I Select the Version of R session
/questions/37798920/benefit-to-running-separate-endpoints-in-separate-lambdas-if-they-do-the-same-t,,"Benefit to running separate endpoints in separate lambdas, if they do the same thing?"
/questions/37798914/summing-and-rounding-in-xquery,,Summing and rounding in XQuery
/questions/37798913/can-a-byte-array-be-passed-to-an-outbound-file-transport-in-mule-esb,,Can a byte array be passed to an outbound file transport in mule ESB
/questions/37798912/php-issue-password-hash-function-is-not-able-to-generate-a-salt,,PHP Issue: password_hash function is not able to generate a salt
/questions/37798911/how-to-update-google-play-services-for-android-studio-2-2-emulators,,How to update Google Play Services for Android Studio 2.2 emulators?
/questions/37798909/extending-interface-with-gethashcode-method-for-use-as-key-in-generic-dictionary,,Extending interface with GetHashCode method for use as key in generic dictionary (C#)
/questions/37798908/cocuhbase-delete-documents-matching-text,,Cocuhbase delete documents matching text
/questions/37798906/scrape-website-using-python-returns,,scrape website using python returns []
/questions/37798902/import-data-into-matlab-from-sql-database-2-mil-rows-takes-30-sec-but-6-mil-ta,,"Import data into MATLAB from SQL database: 2 mil rows takes 30 sec, but 6 mil takes 21 min?"
/questions/37798901/method-inheriting-others-method-parameters,,Method “Inheriting” other's method parameters
/questions/37798900/create-n-files-with-random-filenames-in-batch-script-windows-my-script-creat,,Create n files with random filenames in batch script (Windows) - my script creates only one file
/questions/37798897/ssl-between-spring-boot-a-spring-config-server-b,,SSL between spring Boot A -> Spring config server B
/questions/37798893/unity-import-sketchup-model-and-assign-a-material-to-one-group,,unity import sketchup model and assign a material to one group
/questions/37798889/c-sharp-additional-information-external-component-has-thrown-an-exception,,C# Additional information: External component has thrown an exception
/questions/37798888/unity-injectionfactory-doesnt-run,,Unity InjectionFactory Doesn't Run
/questions/37798886/what-is-the-difference-between-user-last-and-user-find-by-idparamsuser-id-i,,What is the difference between User.last and User.find_by_id(params[:user_id]) in create action?
/questions/37798876/getting-an-out-of-list-assignment-index-out-of-range,,Getting an out of list assignment index out of range
/questions/37798875/zend-framework-2-filters,,Zend Framework 2 - filters
/questions/37798873/convert-android-application-to-website,,Convert Android Application to Website
/questions/37798871/opam-fails-to-install-snappy-0-1-0,,opam fails to install snappy.0.1.0
/questions/37798867/maps-not-working-as-a-fragment-in-my-app,,Maps not working as a Fragment in my app
/questions/37798864/sqlalchemy-group-by-gives-error-column-must-appear-in-the-group-by-clause-or-be,,sqlalchemy group_by gives error: column must appear in the GROUP BY clause or be used in an aggregate function
/questions/37798858/how-to-run-a-jnlp-file-with-java,,How to run a jnlp file with Java?
/questions/37798857/how-to-use-collate-for-a-case-sensitive-search-within-a-nested-case-statement,,How to use collate for a case sensitive search within a nested case statement?
/questions/37798856/execute-script-page-capybara-convert-site-prism,,execute script page capybara convert site prism
/questions/37798854/build-sql-query-from-user-input,,Build SQL Query from User Input
/questions/37798852/loading-a-2d-map-in-chunks,,Loading a 2d map in chunks
/questions/37798848/realm-1-0-not-compiling-for-os-x-no-matching-function-for-call-to-rlmnotifica,,Realm 1.0 not compiling for OS X - 'No matching function for call to RLMNotificationBlock'
/questions/37798847/referenceerror-localfilesystem-is-not-defined-phonegap-in-chrome,,ReferenceError: LocalFileSystem is not defined Phonegap (in Chrome )
/questions/37798845/print-po-the-value-of-a-swift-anonymous-closure-argument-from-the-console-in-x,,Print (po) the value of a Swift anonymous closure argument from the console in Xcode
/questions/37798844/benefits-of-using-javascript-video-player-vs-default-html5-video-tag,,Benefits of using javascript video player vs default html5 <video> tag
/questions/37798842/travis-ci-giving-the-command-npm-config-set-spin-false-failed-and-exited-with,,Travis CI giving *The command “npm config set spin false” failed and exited with 127 during .*
/questions/37798841/com-interop-unmanagedtype-struct,,COM+ Interop UnmanagedType Struct
/questions/37798840/need-regex-help-to-clean-up-delimited-data,,Need regex help to clean up delimited data
/questions/37798834/java-printing-change-the-datatype-from-raw-to-nt-emf,,java printing change the datatype from RAW to NT EMF
/questions/37798832/lights-detection-with-opencv,,Lights detection with OpenCV
/questions/37799083/try-catch-with-warnings,,TRY… CATCH with warnings
/questions/37799080/how-to-obtain-the-order-in-which-tests-are-executed-when-running-rspec-with-or,,How to obtain the order in which tests are executed when running RSpec with --order random?
/questions/37799078/how-to-append-data-to-text-file-in-python-2-7-11,,How to append data to text file in python 2.7.11?
/questions/37799071/file-information-from-form-not-passed-to-php,,File information from form not passed to php
/questions/37799070/dynamic-uitableview-datasource-inside-of-static-uitableview-cell,,Dynamic UITableView Datasource inside of Static UITableView Cell
/questions/37799069/pandas-simple-numeric-subtract-from-one-column,,Pandas: simple numeric subtract from one column
/questions/37799067/joomla-404-category-not-found-error,,Joomla “404 category not found” error
/questions/37799065/dataflow-python-sdk-avro-source-sync,,Dataflow Python SDK Avro Source/Sync
/questions/37799064/custom-domain-for-heroku-not-working-after-user-confirms-email-using-devise,,Custom domain for heroku not working after user confirms email using devise
/questions/37799062/disable-invalid-name-arguments-pylint,,Disable invalid name arguments pylint
/questions/37799061/c-console-minesweeper-saving-2d-array-spot,,C++ Console Minesweeper Saving 2D Array Spot
/questions/37799059/internal-vs-external-office-365-account-for-outlook-rest-api-credentials,,Internal vs. external Office 365 account for Outlook REST API credentials?
/questions/37799057/azure-active-directory-add-new-b2b-users-in-non-default-directory,,Azure Active Directory - Add new B2B user(s) in non-default directory
/questions/37799056/java-trouble-with-wildcards-generics,,Java: Trouble with wildcards/generics [duplicate]
/questions/37799054/can-not-convert-char-to-money-from-sql-database-by-using-c-sharp,,can not convert char to money from sql database by using c#
/questions/37799052/how-do-i-add-fields-dynamically-in-web2py-forms,,How do I add fields dynamically in web2py forms?
/questions/37799049/javascriptnode-js-regexfunction-for-converting-bioware-2da-table-row-to-array,,Javascript|node.js regex|function for converting Bioware .2da table row to array
/questions/37799046/passing-an-r-function-as-a-java-method-parameter,,Passing an R function as a Java method parameter
/questions/37799039/how-to-arrange-cards-on-android,,How to arrange cards on Android?
/questions/37799036/get-windows-user-first-and-last-name,,get windows user first and last name
/questions/37799035/how-to-show-success-message-using-bootstrap-modal-from-django-fm,,How to show success message using bootstrap modal from django-fm?
/questions/37799030/how-to-have-different-lua-versions-on-the-same-linux-system,,How to have different lua versions on the same linux system
/questions/37799028/scrum-is-a-good-practice-to-set-the-remaining-work-of-a-sub-task,,Scrum - Is a good practice to set the remaining work of a Sub-task?
/questions/37799026/java-thread-dies-without-notification,,Java Thread dies without notification
/questions/37799025/how-to-save-application-data-in-android,,how to save application data in android
/questions/37799024/react-router-indexroute-rendered-have-this-props-children-null,,React Router - IndexRoute rendered have this.props.children null
/questions/37799023/do-i-need-to-worry-about-cross-site-scripting-issues-if-allowing-websites-to-pul,,Do I need to worry about cross site scripting issues if allowing websites to pull an iframe from my website?
/questions/37799022/null-object-reference-arraylist-getter-method,,Null Object Reference ArrayList Getter Method [duplicate]
/questions/37799020/how-do-i-sort-a-small-list-of-items-based-on-a-master-sequence-list-of-items,,How do I sort a small list of items based on a master sequence list of items?
/questions/37799019/multiple-jrange-slider-on-one-page-not-working,,Multiple JRange Slider on one page not working
/questions/37799018/polymer-1-0-app-drawer-uncaught-typeerror-when-not-rendered-via-dom-if,,Polymer 1.0 App-Drawer - Uncaught TypeError when not rendered via dom-if
/questions/37799017/cisco-ucs-raid-drive-path,,Cisco UCS RAID Drive Path
/questions/37799015/how-to-make-sure-a-pointer-to-a-memory-address-is-valid,,How to make sure a pointer to a memory address is valid? [duplicate]
/questions/37799014/removing-arralist-elements-in-a-method,,Removing ArraList Elements in a Method
/questions/37799011/common-database-between-ios-devices,,Common Database Between iOS Devices
/questions/37799009/aria-templates-call-service-via-post,,Aria templates - Call service via POST
/questions/37799008/php-creating-folder-with-two-variables-gives-wrong-foldername,,PHP creating folder with two variables gives wrong foldername
/questions/37799006/messagebodywriter-using-jsch-fails-with-nullpointerexception,,MessageBodyWriter using Jsch fails with NullPointerException
/questions/37799004/ruby-exercise-without-making-use-of-arrays,,Ruby exercise without making use of arrays
/questions/37799001/rails-engine-asset-pipeline-and-handlebars-templates-hbs,,Rails Engine Asset Pipeline and Handlebars Templates .hbs
/questions/37798999/how-to-add-developer-to-google-cloud-platform-with-restricted-permission-but-he,,How to add developer to google cloud platform with restricted permission but he should start instance
/questions/37798996/make-a-jhipster-rest-client-in-java,,Make a Jhipster REST client in java
/questions/37798988/ruby-sort-by-confusion,,Ruby sort_by confusion
/questions/37798984/i-send-parameter-value-from-url-to-html-in-appsscript-but-does-not-recognize-it,,"I send parameter value from url to html in appsscript, but does not recognize it"
/questions/37798981/auto-discover-and-interact-over-alljoyn,,Auto discover and interact over AllJoyn
/questions/37798980/drupal-7-hook-form-alter-and-submitting-the-form,,Drupal 7 hook_form_alter and submitting the form
/questions/37798976/java-ray-tracing-glossy-reflection-coloring,,Java: Ray Tracing: Glossy reflection coloring
/questions/37798972/vba-merge-and-unmerge-according-to-if-statement,,VBA merge and unmerge according to if statement
/questions/37798971/oracle-certification-path-ocp-for-pl-sql-developer,,Oracle Certification Path (OCP) for PL/SQL developer [on hold]
/questions/37798970/how-to-access-the-other-relation-in-model-joinssome-association,,How to access the other relation in Model.joins(:some_association)
/questions/37798737/filtering-listview-from-json-data-with-arraylisthashmapstring-string-values,,"Filtering ListView from JSON Data with ArrayList<HashMap<String, String>> values using SearchView"
/questions/37798734/spring-oauth2-authorization-requests-always-returning-the-same-access-token,,Spring OAuth2 authorization requests always returning the same access token
/questions/37798733/should-updating-props-re-render-the-entire-component,,Should updating props re-render the entire component?
/questions/37798732/initializing-struct-array-inside-superclass-constructor,,Initializing struct array inside superclass constructor
/questions/37798729/flush-node-js-output-to-file-at-line-boundaries,,Flush node.js output to file at line boundaries
/questions/37798725/how-to-not-clip-child-views-when-using-outline-provider,,How to not clip child views when using outline provider
/questions/37798724/how-know-if-mediaplayer-controls-on-notification-are-playing-music-or-not,,How know if mediaplayer controls on notification are playing music or not?
/questions/37798723/how-can-i-make-a-file-with-a-batch-file,,How can I make a file with a batch file
/questions/37798719/how-to-achieve-asp-net-core-web-api-documentation,,How to achieve ASP.NET Core Web API documentation?
/questions/37798718/is-it-possible-to-get-the-currently-executing-delegate-not-methodbase-methodinf,,Is It Possible to Get the Currently Executing Delegate (not MethodBase/MethodInfo)?
/questions/37798717/ext2-how-is-a-file-created,,Ext2 - how is a file created
/questions/37798708/halide-with-gpu-opengl-as-target-benchmarking-and-using-halideruntimeopengl,,Halide with GPU (OpenGL) as Target - benchmarking and using HalideRuntimeOpenGL.h
/questions/37798707/generating-java-classes-from-xml-without-using-xjc,,Generating Java classes from xml without using XJC
/questions/37798704/php-matching-a-user-search-to-an-array,,(PHP) Matching a user search to an array
/questions/37798703/confluence-is-there-a-way-to-link-to-the-latest-blog-post-in-a-space,,Confluence - is there a way to link to the latest blog post in a space?
/questions/37798702/how-to-bulk-update-the-date-column,,How to bulk update the date column
/questions/37798697/how-to-set-background-for-all-activities,,How to set background for all activities?
/questions/37798696/customize-a-php-rss-feed-with-html-elements-and-css-styling,,Customize a php RSS feed with html elements and css styling
/questions/37798695/running-an-r-function-over-files-in-a-bash-command-line,,Running an R function over files in a Bash command line
/questions/37798693/recover-files-which-takes-space-from-hdd-but-shows-0-bytes-in-size,,"Recover files which takes space from hdd, But shows 0 bytes in size"
/questions/37798692/display-of-user-model-extension-in-django-admin,,Display of user model extension in django admin
/questions/37798690/search-button-for-leaflet-r-map,,Search button for Leaflet R map?
/questions/37798689/data-assimilation-to-correct-imagery,,Data assimilation to correct imagery
/questions/37798687/write-a-database-function-that-should-display-1-if-object-exists-0-if-object,,Write a database function that should display {1} if object exists {0} if object does not exist in the database
/questions/37798686/how-to-find-sum-of-first-three-digits,,How to find sum of first three digits
/questions/37798685/react-animate-one-element-by-hovering-another,,React - animate one element by hovering another
/questions/37798684/tablayout-with-recyclerview-not-swipeable-on-items,,Tablayout with recyclerview not swipeable on items
/questions/37798682/compile-time-calculation-of-bits-needed-to-represent-a-range,,Compile-time calculation of bits needed to represent a range
/questions/37798681/xcode-xcui-swift-tests-failing-while-being-debugged,,Xcode XCUI swift tests failing while being debugged
/questions/37798680/does-ruby-2-3-1-fix-the-memory-issues-that-2-2-exhibited-on-heroku-rails-apps,,Does Ruby 2.3.1 fix the memory issues that 2.2 exhibited on Heroku Rails apps?
/questions/37798678/daily-heatmap-slider-indicator-with-javascript-and-bootstrap,,Daily Heatmap Slider Indicator with Javascript and Bootstrap
/questions/37798677/error-lnk2005-struct-already-defined-in-obj-file,,error LNK2005 struct already defined in .obj file
/questions/37798675/create-an-hidden-xml-file-in-c-sharp,,Create an hidden Xml file in c#
/questions/37798673/wsarecv-receives-less-bytes-than-sent,,WSARecv() receives less bytes than sent
/questions/37798672/sorting-a-specific-woocommerce-category,,Sorting a specific woocommerce category
/questions/37798671/adding-cloudfront-to-s3,,Adding Cloudfront to S3
/questions/37798670/deserialization-json-to-c-sharp-using-newtonsoft,,Deserialization Json to C# using Newtonsoft
/questions/37798669/django-jsonfield-exact-match,,django jsonfield exact match
/questions/37798668/type-mismatch-in-vba-for-excel-driving-me-crazy,,Type Mismatch in VBA for excel driving me crazy
/questions/37798667/php-mysql-bulk-or-batch-update-multiple-columns-and-multiple-rows-but-not-if-col,,php mysql bulk or batch update multiple columns and multiple rows but not if column is not empty
/questions/37798665/pandas-pivot-table-sort-index-level-1-not-sticking,,Pandas Pivot Table Sort Index Level 1 Not “Sticking”
/questions/37798659/save-vb-net-html-in-utf8-or-unicode,,Save vb.net HTML in UTF8 or Unicode
/questions/37798657/cant-import-sqlcontext-implicits-without-an-error-through-jupyter,,Can't import sqlContext.implicits._ without an error through Jupyter
/questions/37798655/hibernate-bit-array-mapping-and-operations,,Hibernate bit array mapping and operations
/questions/37798651/fetching-data-with-special-characters-from-hql,,Fetching data with Special Characters from HQL
/questions/37798645/how-add-plot-to-subplot-matplotlib,,How add plot to subplot matplotlib
/questions/37798644/firefox-extension-run-command-on-startup,,Firefox Extension - Run command on startup
/questions/37798642/read-closed-group-facebook-for-python,,Read Closed Group Facebook for Python
/questions/37798640/ios-webview-open-link-in-sfsafariviewcontroller,,iOS WebView - Open link in SFSafariViewController
/questions/37798639/combobox-related-issue,,ComboBox related issue
/questions/37798848/realm-1-0-not-compiling-for-os-x-no-matching-function-for-call-to-rlmnotifica,,Realm 1.0 not compiling for OS X - 'No matching function for call to RLMNotificationBlock'
/questions/37798847/referenceerror-localfilesystem-is-not-defined-phonegap-in-chrome,,ReferenceError: LocalFileSystem is not defined Phonegap (in Chrome )
/questions/37798845/print-po-the-value-of-a-swift-anonymous-closure-argument-from-the-console-in-x,,Print (po) the value of a Swift anonymous closure argument from the console in Xcode
/questions/37798844/benefits-of-using-javascript-video-player-vs-default-html5-video-tag,,Benefits of using javascript video player vs default html5 <video> tag
/questions/37798842/travis-ci-giving-the-command-npm-config-set-spin-false-failed-and-exited-with,,Travis CI giving *The command “npm config set spin false” failed and exited with 127 during .*
/questions/37798841/com-interop-unmanagedtype-struct,,COM+ Interop UnmanagedType Struct
/questions/37798840/need-regex-help-to-clean-up-delimited-data,,Need regex help to clean up delimited data
/questions/37798834/java-printing-change-the-datatype-from-raw-to-nt-emf,,java printing change the datatype from RAW to NT EMF
/questions/37798832/lights-detection-with-opencv,,Lights detection with OpenCV
/questions/37798829/how-to-define-operator-in-c,,How to define operator| in C++ [on hold]
/questions/37798826/mvp-vs-event-driven-in-android-applications,,MVP vs. Event driven in android applications
/questions/37798825/rails-ajax-redirect-with-sepcific-data-for-view,,Rails Ajax Redirect with sepcific data for view
/questions/37798824/tomee-exclude-a-class,,TOMEE Exclude A Class
/questions/37798822/load-balancing-query-requests-with-solr-6-zookeeper-on-ubuntu,,"Load-balancing query requests with SOLR 6, Zookeeper on Ubuntu"
/questions/37798821/row-ids-in-knockout-js,,Row ids in KnockOut.js
/questions/37798819/how-do-i-use-octave-functions-in-c,,How do I use Octave functions in C++?
/questions/37798818/how-to-run-octave-scripts-on-macos,,How to run octave scripts on MacOS?
/questions/37798817/i-need-help-aligning-these-figure-pictures-nicely,,I need help aligning these figure pictures nicely
/questions/37798816/visual-studio-debugger-not-attaching-to-unity,,Visual Studio Debugger not attaching to Unity
/questions/37798815/embedding-an-active-pdf-into-a-webpage,,Embedding an active pdf into a webpage?
/questions/37798813/how-to-programmatically-download-from-the-new-umich-data-repository-icpsr,,how to programmatically download from the new umich data repository - icpsr
/questions/37798812/use-appicon-in-uiimageview-in-ib,,use AppIcon in UIImageView in IB
/questions/37798810/jqgrid-store-subgrid-values-without-expanding-grid,,Jqgrid: Store subgrid values without expanding grid
/questions/37798808/python-find-and-replace-regex-substring-in-a-string-variable,,Python - Find and replace regex substring in a string variable
/questions/37798807/rails-seeding-deep-nested-models,,"Rails, seeding deep nested models"
/questions/37798806/how-do-i-return-an-existing-instance-from-factory-girl-create,,How do I return an existing instance from factory_girl create?
/questions/37798799/how-to-most-efficiently-increase-values-at-a-specified-range-in-a-large-array-an,,How to most efficiently increase values at a specified range in a large array and then find the largest value
/questions/37798798/libavcodec-so-56-not-found-when-running-software-compiled-with-opencv,,libavcodec.so.56 not found when running software compiled with opencv
/questions/37798797/custom-exception-handler-not-called-for-post-method-webapi,,Custom Exception handler not called for Post Method WebApi
/questions/37798796/ios-9-swift-segue-from-textfield,,iOS 9 Swift Segue from TextField
/questions/37798794/grails-render-template-is-not-responding-correctly,,grails render template is not responding correctly
/questions/37798793/getting-all-repeated-phrases-in-text-with-arrays,,Getting all repeated phrases in text with arrays
/questions/37798792/filter-date-to-default-javascript-format,,Filter date to default JavaScript format
/questions/37798787/profile-getemail-retrieving-two-string-one-email-and-another-blank-please-s,,profile.getEmail() retrieving two string - one email and another blank. Please see details
/questions/37798782/soap-php-request,,SOAP PHP Request
/questions/37798781/call-to-partial-view-in-a-blade-that-is-already-extending-the-layout-laravel-5,,call to Partial View in a blade that is already extending the layout: Laravel 5.2.37
/questions/37798780/wcf-rest-based-async-post-method-parameter-is-null,,"WCF REST based async POST method, parameter is null"
/questions/37798775/braintree-drop-in-not-loading-django,,Braintree drop-in not loading django
/questions/37798771/can-i-create-md-checkbox-inside-jfk-dialog,,Can I create md-checkbox inside jfk-dialog?
/questions/37798769/python-telnetlib-clear-buffer,,python telnetlib clear buffer
/questions/37798767/python-program-not-exiting-in-except-block,,Python program not exiting in except block
/questions/37798765/calculate-every-time-the-corresponding-value-of-row-a-changes,,calculate every time the corresponding value of row “A” changes
/questions/37798758/modifying-body-in-excel-vba-creating-an-outlook-appointment-stips-html-formattin,,Modifying body in excel VBA creating an Outlook appointment stips HTML formatting
/questions/37798753/eaddrinuse-in-webpack-on-port-8080,,EADDRINUSE in webpack on port 8080
/questions/37798752/yarn-kills-container-when-number-of-tasks-number-of-executors,,Yarn kills container when number of tasks > number of executors
/questions/37798748/open-keyboard-on-mobile-device-so-it-defaults-to-the-second-keyboard-with-number,,Open keyboard on mobile device so it defaults to the second keyboard with numbers [duplicate]
/questions/37798746/amazon-s3-download-link-issue,,Amazon S3 download link issue
/questions/37798742/check-version-of-program-and-so-something-in-bash,,Check version of program and so something in bash
/questions/37798741/nested-components-testing-with-enzyme-inside-of-react-redux,,Nested components testing with Enzyme inside of React & Redux
/questions/37798740/django-celery-model-object-does-not-exists-within-the-celerys-task,,Django Celery: Model object does not exists within the celery's task
